cliente_id,edad,ingreso_anual_estimado,gasto_anual_total,frecuencia_compra_anual,meses_cliente,ticket_promedio,region
CLI-01375,37,36806270,2665953,9,54,296217,Biobío
CLI-01376,28,78499290,3560850,15,19,237390,Araucanía
CLI-01377,34,78778190,7185390,11,63,653217,Metropolitana
CLI-01378,42,23842363,2080354,5,18,416070,Araucanía
CLI-01379,38,23335472,816495,4,11,204123,Valparaíso
CLI-01380,32,26739943,977888,9,9,108654,Metropolitana
CLI-01381,20,13314523,641465,3,50,213821,Araucanía
CLI-01382,26,69038155,3202482,10,37,320248,Metropolitana
CLI-01383,37,30305926,1519427,3,36,506475,Metropolitana
CLI-01384,51,22021391,992772,7,27,141824,Antofagasta
CLI-01385,22,10224780,616785,55,48,11214,Araucanía
CLI-01386,61,71921146,4019911,12,20,334992,Biobío
CLI-01387,28,35983494,1954881,11,49,177716,Araucanía
CLI-01388,29,33202972,1610832,1,89,1610832,Antofagasta
CLI-01389,27,24833408,1306620,21,6,62220,Biobío
CLI-01390,28,36543582,1095401,3,9,365133,Biobío
CLI-01391,47,26856235,1636712,5,62,327342,Metropolitana
CLI-01392,23,129814520,4737415,1,9,4737415,Valparaíso
CLI-01393,37,119086742,3845261,23,8,167185,Valparaíso
CLI-01394,31,40691490,1462471,13,24,112497,Metropolitana
CLI-01395,29,65778412,3045937,2,13,1522968,Biobío
CLI-01396,18,24124507,908312,1,29,908312,Metropolitana
CLI-01397,22,19201383,1412345,10,61,141234,Antofagasta
CLI-01398,25,34518199,2230046,5,8,446009,Metropolitana
CLI-01399,35,38519106,3271741,3,27,1090580,Antofagasta
CLI-01400,25,32957062,1345953,2,5,672976,Biobío
CLI-01401,38,22849722,2038870,2,18,1019435,Metropolitana
CLI-01402,26,32580774,1068793,2,68,534396,Biobío
CLI-01403,36,13118008,1073570,3,35,357856,Biobío
CLI-01404,26,42619183,1294125,4,6,323531,Biobío
CLI-01405,35,15108448,854059,8,11,106757,Metropolitana
CLI-01406,44,6104944,226432,10,9,22643,Metropolitana
CLI-01407,40,19660159,1419728,1,30,1419728,Araucanía
CLI-01408,33,119875959,4739760,3,25,1579920,Metropolitana
CLI-01409,42,56906033,3190334,6,3,531722,Valparaíso
CLI-01410,27,94780281,3822365,6,43,637060,Valparaíso
CLI-01411,40,36038260,1988551,12,11,165712,Metropolitana
CLI-01412,18,21152480,1790241,4,34,447560,Metropolitana
CLI-01413,31,67567051,2958904,29,22,102031,Metropolitana
CLI-01414,26,23214641,842255,27,19,31194,Valparaíso
CLI-01415,31,6123510,513764,4,65,128441,Antofagasta
CLI-01416,54,16295306,1109732,2,12,554866,Metropolitana
CLI-01417,41,25547021,1689470,28,29,60338,Metropolitana
CLI-01418,31,13102615,604429,1,4,604429,Biobío
CLI-01419,36,10241408,372916,18,15,20717,Metropolitana
CLI-01420,32,91126370,4727816,7,12,675402,Araucanía
CLI-01421,25,27408151,1612479,2,16,806239,Metropolitana
CLI-01422,35,41152202,2034271,3,24,678090,Valparaíso
CLI-01423,43,23575449,2404332,11,34,218575,Biobío
CLI-01424,26,45013218,1453367,27,7,53828,Metropolitana
CLI-01425,18,24646163,1592651,2,42,796325,Metropolitana
CLI-01426,18,28572044,2225610,13,14,171200,Valparaíso
CLI-01427,30,2667709,189404,11,23,17218,Biobío
CLI-01428,42,18305147,1629424,6,15,271570,Metropolitana
CLI-01429,24,95026671,3754428,8,3,469303,Antofagasta
CLI-01430,26,23381364,1452974,42,26,34594,Biobío
CLI-01431,18,21953511,848898,16,18,53056,Metropolitana
CLI-01432,40,39958852,2013217,15,52,134214,Antofagasta
CLI-01433,34,97178768,3622841,12,16,301903,Metropolitana
CLI-01434,43,68167050,3465891,9,42,385099,Biobío
CLI-01435,36,42931454,1980662,19,26,104245,Metropolitana
CLI-01436,26,45239882,2630019,19,4,138422,Araucanía
CLI-01437,37,15945348,684679,6,39,114113,Metropolitana
CLI-01438,23,17833992,754814,10,8,75481,Biobío
CLI-01439,45,67301409,2821158,10,32,282115,Metropolitana
CLI-01440,31,56960106,3065518,1,54,3065518,Metropolitana
CLI-01441,21,14978448,754983,1,32,754983,Metropolitana
CLI-01442,41,41680731,2390834,1,7,2390834,Metropolitana
CLI-01443,34,4427735,374197,9,40,41577,Metropolitana
CLI-01444,38,43678334,2988724,7,3,426960,Antofagasta
CLI-01445,41,49324937,3030689,4,84,757672,Metropolitana
CLI-01446,50,20546175,905247,10,20,90524,Araucanía
CLI-01447,29,16739816,1207143,30,27,40238,Valparaíso
CLI-01448,19,27046985,1449414,1,3,1449414,Araucanía
CLI-01449,21,48239777,3903349,10,9,390334,Valparaíso
CLI-01450,45,59415324,2336014,1,3,2336014,Biobío
CLI-01451,20,38514783,3273317,18,81,181850,Metropolitana
CLI-01452,38,44901476,1700736,2,24,850368,Metropolitana
CLI-01453,37,76417139,2619529,10,5,261952,Metropolitana
CLI-01454,33,31968880,1363244,1,22,1363244,Valparaíso
CLI-01455,18,28419486,1707865,11,57,155260,Valparaíso
CLI-01456,22,14312517,849140,14,73,60652,Metropolitana
CLI-01457,34,36880080,1958077,8,38,244759,Metropolitana
CLI-01458,22,100107248,4795952,21,20,228378,Biobío
CLI-01459,38,16132250,823868,2,11,411934,Valparaíso
CLI-01460,34,20774578,1073742,40,14,26843,Metropolitana
CLI-01461,27,102522003,3859976,16,21,241248,Metropolitana
CLI-01462,18,12413813,1176310,13,24,90485,Biobío
CLI-01463,58,44352038,1871142,1,16,1871142,Valparaíso
CLI-01464,25,19744710,756518,2,3,378259,Metropolitana
CLI-01465,37,50222591,1692168,5,18,338433,Metropolitana
CLI-01466,38,26223444,1828001,9,18,203111,Metropolitana
CLI-01467,35,9207411,558635,10,24,55863,Valparaíso
CLI-01468,25,18292198,1026918,14,27,73351,Biobío
CLI-01469,45,151069488,6892612,8,57,861576,Valparaíso
CLI-01470,47,38245021,3144901,5,39,628980,Biobío
CLI-01471,20,18020786,789513,5,5,157902,Metropolitana
CLI-01472,52,23367314,1351221,2,16,675610,Araucanía
CLI-01473,43,27382051,1266763,13,79,97443,Araucanía
CLI-01474,31,40147042,1848167,3,31,616055,Metropolitana
CLI-01475,18,19477286,1775263,15,57,118350,Metropolitana
CLI-01476,29,61423382,3139743,8,10,392467,Araucanía
CLI-01477,38,12952641,1002435,1,5,1002435,Araucanía
CLI-01478,31,31373927,3298211,14,29,235586,Metropolitana
CLI-01479,28,27939427,1716417,1,11,1716417,Metropolitana
CLI-01480,31,33883718,1481625,23,22,64418,Metropolitana
CLI-01481,42,10663579,779970,1,28,779970,Metropolitana
CLI-01482,42,27033046,1085152,1,61,1085152,Metropolitana
CLI-01483,25,62284005,2982572,20,3,149128,Metropolitana
CLI-01484,26,23696507,800033,4,32,200008,Valparaíso
CLI-01485,31,34793104,1133298,9,13,125922,Valparaíso
CLI-01486,33,17983042,745866,1,54,745866,Valparaíso
CLI-01487,31,59335734,2599354,16,3,162459,Metropolitana
CLI-01488,43,31502919,1935522,2,5,967761,Antofagasta
CLI-01489,25,48192639,2649708,22,9,120441,Metropolitana
CLI-01490,18,68015869,4559113,6,14,759852,Metropolitana
CLI-01491,43,17602301,1666388,20,25,83319,Metropolitana
CLI-01492,29,22192870,1439898,1,33,1439898,Valparaíso
CLI-01493,31,193218775,5718948,6,25,953158,Valparaíso
CLI-01494,23,48435140,1816673,4,26,454168,Metropolitana
CLI-01495,25,28114986,2197721,10,10,219772,Biobío
CLI-01496,27,22757489,1243490,13,7,95653,Antofagasta
CLI-01497,35,50693192,4627689,21,109,220366,Metropolitana
CLI-01498,33,28808410,948867,3,48,316289,Valparaíso
CLI-01499,38,73270744,2475403,2,72,1237701,Araucanía
CLI-01500,23,23359439,2304010,18,27,128000,Antofagasta
CLI-01501,33,39000613,1906247,27,18,70601,Valparaíso
CLI-01502,33,6558963,512804,32,9,16025,Araucanía
CLI-01503,43,8062644,618467,3,4,206155,Valparaíso
CLI-01504,47,6240520,345422,16,23,21588,Araucanía
CLI-01505,42,28221587,1468852,3,14,489617,Biobío
CLI-01506,41,88052748,3812085,1,21,3812085,Biobío
CLI-01507,32,14144636,821556,41,14,20037,Valparaíso
CLI-01508,34,26729671,961966,6,11,160327,Metropolitana
CLI-01509,31,51492980,1877281,30,23,62576,Araucanía
CLI-01510,23,10487113,392396,4,36,98099,Valparaíso
CLI-01511,36,56832088,1972654,9,24,219183,Valparaíso
CLI-01512,44,45978205,1721870,23,7,74863,Antofagasta
CLI-01513,28,21391690,735048,19,26,38686,Metropolitana
CLI-01514,26,61956909,5776457,17,4,339791,Biobío
CLI-01515,33,15153345,1008723,2,7,504361,Metropolitana
CLI-01516,46,14515685,571843,4,31,142960,Metropolitana
CLI-01517,33,13693498,752853,2,4,376426,Metropolitana
CLI-01518,61,38473959,1502615,37,20,40611,Metropolitana
CLI-01519,24,14875151,1083698,10,14,108369,Araucanía
CLI-01520,38,15574896,628589,3,89,209529,Metropolitana
CLI-01521,18,39356083,1290524,2,37,645262,Valparaíso
CLI-01522,31,14135258,807849,9,4,89761,Biobío
CLI-01523,38,50476769,2145280,4,28,536320,Valparaíso
CLI-01524,39,12097506,919920,2,12,459960,Metropolitana
CLI-01525,31,24009181,1344508,7,3,192072,Valparaíso
CLI-01526,19,51007155,3430789,7,18,490112,Valparaíso
CLI-01527,34,91918601,7391046,5,9,1478209,Biobío
CLI-01528,33,22217531,705661,1,13,705661,Metropolitana
CLI-01529,32,61293374,2741494,4,3,685373,Valparaíso
CLI-01530,32,135041580,6029668,24,35,251236,Metropolitana
CLI-01531,47,14644189,802619,2,17,401309,Metropolitana
CLI-01532,27,33547366,1397670,21,27,66555,Metropolitana
CLI-01533,42,82672034,3123486,14,3,223106,Metropolitana
CLI-01534,39,39281068,1435714,4,15,358928,Araucanía
CLI-01535,46,109728863,4415322,41,27,107690,Metropolitana
CLI-01536,19,34822036,2623416,7,72,374773,Metropolitana
CLI-01537,34,94362636,4961191,3,31,1653730,Valparaíso
CLI-01538,37,21848884,720190,4,20,180047,Metropolitana
CLI-01539,37,15706459,635070,26,16,24425,Metropolitana
CLI-01540,38,10105485,555494,1,16,555494,Biobío
CLI-01541,23,93839666,3288545,6,20,548090,Antofagasta
CLI-01542,20,19217042,654219,3,8,218073,Metropolitana
CLI-01543,49,5025868,291988,8,60,36498,Biobío
CLI-01544,26,20547999,908165,1,9,908165,Araucanía
CLI-01545,44,95203229,4218632,3,13,1406210,Antofagasta
CLI-01546,42,6448229,553554,3,5,184518,Metropolitana
CLI-01547,28,87154935,2786052,1,45,2786052,Biobío
CLI-01548,26,29090388,872312,1,10,872312,Metropolitana
CLI-01549,24,67018606,4374568,6,19,729094,Biobío
CLI-01550,49,9726659,501534,16,4,31345,Valparaíso
CLI-01551,28,20052369,1654603,1,14,1654603,Antofagasta
CLI-01552,32,24971943,1731428,5,30,346285,Valparaíso
CLI-01553,38,27241605,803740,1,19,803740,Metropolitana
CLI-01554,34,16280244,936106,2,37,468053,Valparaíso
CLI-01555,38,16762166,667790,33,7,20236,Metropolitana
CLI-01556,20,95001474,4774717,6,65,795786,Biobío
CLI-01557,34,20761957,1100996,18,18,61166,Valparaíso
CLI-01558,29,34960164,1722353,5,120,344470,Metropolitana
CLI-01559,34,77825265,3905364,6,118,650894,Antofagasta
CLI-01560,29,116817247,4006161,9,4,445129,Araucanía
CLI-01561,40,65556434,4010921,25,18,160436,Biobío
CLI-01562,30,58570611,1974982,1,6,1974982,Araucanía
CLI-01563,22,29194576,1096860,12,23,91405,Valparaíso
CLI-01564,38,20118080,763451,2,3,381725,Valparaíso
CLI-01565,56,43941938,3246785,2,42,1623392,Metropolitana
CLI-01566,20,15337925,750277,13,60,57713,Biobío
CLI-01567,34,30457397,1630818,9,10,181202,Valparaíso
CLI-01568,34,6745716,424212,15,23,28280,Metropolitana
CLI-01569,22,71934259,2257064,15,8,150470,Metropolitana
CLI-01570,34,31856856,1702609,5,3,340521,Valparaíso
CLI-01571,18,36135675,1519578,2,26,759789,Biobío
CLI-01572,18,31251936,1201443,4,22,300360,Araucanía
CLI-01573,38,103459844,4193309,29,15,144596,Biobío
CLI-01574,49,10885350,672721,14,56,48051,Araucanía
CLI-01575,44,55056224,1702618,1,18,1702618,Antofagasta
CLI-01576,35,24015696,1271799,23,16,55295,Araucanía
CLI-01577,38,111583903,4179653,6,4,696608,Biobío
CLI-01578,23,56984590,2752964,5,37,550592,Valparaíso
CLI-01579,49,17857794,838672,6,13,139778,Metropolitana
CLI-01580,29,18695822,1042448,17,6,61320,Metropolitana
CLI-01581,32,20887235,985728,5,16,197145,Metropolitana
CLI-01582,33,24921604,1046902,12,14,87241,Araucanía
CLI-01583,38,21875291,1106708,1,48,1106708,Biobío
CLI-01584,48,28385585,1444974,5,4,288994,Metropolitana
CLI-01585,38,23342076,2274252,5,34,454850,Metropolitana
CLI-01586,31,35146697,1391785,1,4,1391785,Metropolitana
CLI-01587,41,21547202,1080454,17,12,63556,Biobío
CLI-01588,33,26701445,1470537,18,5,81696,Metropolitana
CLI-01589,31,21060567,1344834,31,15,43381,Metropolitana
CLI-01590,42,37202422,1806784,2,21,903392,Metropolitana
CLI-01591,35,13986549,494236,7,55,70605,Araucanía
CLI-01592,23,79036619,4216575,1,3,4216575,Biobío
CLI-01593,40,19536220,1670653,13,17,128511,Metropolitana
CLI-01594,35,49745531,1841872,6,12,306978,Metropolitana
CLI-01595,36,4493656,227853,5,3,45570,Antofagasta
CLI-01596,44,71398757,3295501,7,16,470785,Antofagasta
CLI-01597,35,118489870,4954408,10,5,495440,Metropolitana
CLI-01598,31,21138173,884351,16,4,55271,Valparaíso
CLI-01599,38,17438638,605831,2,50,302915,Metropolitana
CLI-01600,38,28932303,1286582,48,28,26803,Biobío
CLI-01601,29,20041525,959383,4,29,239845,Biobío
CLI-01602,28,41223478,1949306,3,11,649768,Biobío
CLI-01603,36,3603055,257300,1,11,257300,Araucanía
CLI-01604,18,34628295,1197670,2,27,598835,Antofagasta
CLI-01605,34,15891125,1133975,3,98,377991,Araucanía
CLI-01606,18,30083016,2096799,4,52,524199,Metropolitana
CLI-01607,24,51463871,2910457,4,22,727614,Araucanía
CLI-01608,45,22340515,1527022,9,6,169669,Metropolitana
CLI-01609,46,55645902,3152826,14,8,225201,Araucanía
CLI-01610,46,21805656,822807,17,3,48400,Araucanía
CLI-01611,29,15750883,1209081,13,53,93006,Valparaíso
CLI-01612,26,44825664,1615113,6,26,269185,Araucanía
CLI-01613,31,29774843,1314384,2,59,657192,Biobío
CLI-01614,46,31831166,2520324,27,4,93345,Metropolitana
CLI-01615,26,14068191,785772,7,16,112253,Metropolitana
CLI-01616,31,56875138,1847459,14,52,131961,Metropolitana
CLI-01617,40,28267353,1973026,13,6,151771,Biobío
CLI-01618,59,71879588,2682872,7,80,383267,Valparaíso
CLI-01619,45,9477499,855537,7,3,122219,Metropolitana
CLI-01620,45,46293173,2195153,7,64,313593,Biobío
CLI-01621,33,71275067,2703023,1,53,2703023,Antofagasta
CLI-01622,37,20317660,1896135,2,8,948067,Metropolitana
CLI-01623,21,5980594,429311,2,11,214655,Araucanía
CLI-01624,18,19260746,772996,1,112,772996,Antofagasta
CLI-01625,45,26893160,1066290,1,38,1066290,Valparaíso
CLI-01626,28,28599134,915806,4,20,228951,Antofagasta
CLI-01627,36,68248598,3109662,11,27,282696,Valparaíso
CLI-01628,44,41363106,2019486,20,19,100974,Valparaíso
CLI-01629,27,76028601,3178684,2,42,1589342,Biobío
CLI-01630,49,15740539,1148364,2,8,574182,Biobío
CLI-01631,31,16000226,873349,10,5,87334,Valparaíso
CLI-01632,18,17323856,795392,11,8,72308,Araucanía
CLI-01633,32,15909619,1031340,2,11,515670,Valparaíso
CLI-01634,35,15924317,1014607,7,14,144943,Metropolitana
CLI-01635,40,89107462,3673347,6,15,612224,Metropolitana
CLI-01636,26,14711912,924564,10,71,92456,Metropolitana
CLI-01637,26,29347501,1555745,7,7,222249,Biobío
CLI-01638,47,39620798,2530291,28,21,90367,Metropolitana
CLI-01639,26,33841527,1894618,24,57,78942,Antofagasta
CLI-01640,47,45734278,1340402,37,19,36227,Metropolitana
CLI-01641,33,27095974,900262,3,16,300087,Araucanía
CLI-01642,44,50533517,3292177,29,64,113523,Valparaíso
CLI-01643,18,126319398,4614654,8,3,576831,Metropolitana
CLI-01644,18,34774457,1670338,1,33,1670338,Biobío
CLI-01645,26,20899902,969655,2,21,484827,Antofagasta
CLI-01646,18,48174880,2908495,17,13,171087,Antofagasta
CLI-01647,56,32795028,1353162,1,11,1353162,Metropolitana
CLI-01648,40,23851507,845173,11,12,76833,Biobío
CLI-01649,35,26031462,1073180,9,56,119242,Valparaíso
CLI-01650,28,24229239,1730416,4,60,432604,Metropolitana
CLI-01651,24,11667864,755631,1,8,755631,Metropolitana
CLI-01652,49,19720843,1717458,4,47,429364,Metropolitana
CLI-01653,32,28031689,2094758,2,54,1047379,Valparaíso
CLI-01654,21,35964479,3427573,14,24,244826,Valparaíso
CLI-01655,31,8568144,705095,27,10,26114,Biobío
CLI-01656,34,20667880,913940,8,8,114242,Metropolitana
CLI-01657,18,52515518,4138267,2,28,2069133,Valparaíso
CLI-01658,43,120823094,3812655,13,33,293281,Biobío
CLI-01659,34,49745291,1772402,6,6,295400,Metropolitana
CLI-01660,36,9481141,417412,1,7,417412,Metropolitana
CLI-01661,30,37198925,1275446,4,8,318861,Metropolitana
CLI-01662,21,12634257,956327,1,8,956327,Valparaíso
CLI-01663,36,73059584,4033415,25,3,161336,Araucanía
CLI-01664,30,63010628,2691547,2,3,1345773,Biobío
CLI-01665,34,22564649,1051341,1,4,1051341,Metropolitana
CLI-01666,38,23810605,1151680,13,57,88590,Antofagasta
CLI-01667,39,58671076,4701678,5,8,940335,Antofagasta
CLI-01668,40,65175451,2289876,8,11,286234,Valparaíso
CLI-01669,45,25825077,968126,37,14,26165,Metropolitana
CLI-01670,26,68450351,3939284,5,10,787856,Metropolitana
CLI-01671,59,66377833,2429014,18,10,134945,Valparaíso
CLI-01672,38,44430771,2072038,4,38,518009,Metropolitana
CLI-01673,30,19632898,1628722,1,10,1628722,Biobío
CLI-01674,18,24749413,1403622,13,98,107970,Valparaíso
CLI-01675,35,25667175,1855240,5,98,371048,Biobío
CLI-01676,29,7762256,599975,6,11,99995,Metropolitana
CLI-01677,42,11537118,493800,2,16,246900,Metropolitana
CLI-01678,18,23712842,1555350,1,10,1555350,Biobío
CLI-01679,34,81223906,3154243,2,37,1577121,Metropolitana
CLI-01680,33,15315938,643239,2,9,321619,Metropolitana
CLI-01681,43,55048762,3099993,35,16,88571,Araucanía
CLI-01682,38,9468406,674743,1,30,674743,Metropolitana
CLI-01683,41,27289911,1080934,1,15,1080934,Metropolitana
CLI-01684,45,89319949,2886544,5,22,577308,Araucanía
CLI-01685,33,22237040,1087523,4,56,271880,Valparaíso
CLI-01686,29,42564541,1412475,3,30,470825,Metropolitana
CLI-01687,18,95904728,3343130,1,16,3343130,Biobío
CLI-01688,37,3099743,183451,15,120,12230,Antofagasta
CLI-01689,34,32647863,2006541,1,120,2006541,Metropolitana
CLI-01690,20,43032817,2235895,2,27,1117947,Metropolitana
CLI-01691,28,28238152,1003466,24,31,41811,Biobío
CLI-01692,27,12624662,500219,1,8,500219,Metropolitana
CLI-01693,31,41524521,2192768,24,12,91365,Biobío
CLI-01694,19,24163372,1361017,4,13,340254,Araucanía
CLI-01695,26,24914101,815605,2,34,407802,Valparaíso
CLI-01696,38,121906262,3948847,1,11,3948847,Metropolitana
CLI-01697,39,43011981,2720025,30,4,90667,Metropolitana
CLI-01698,28,49719010,1933400,11,7,175763,Metropolitana
CLI-01699,43,17929887,749329,1,34,749329,Valparaíso
CLI-01700,39,12542179,497933,12,9,41494,Metropolitana
CLI-01701,30,25970229,795779,3,53,265259,Biobío
CLI-01702,18,13778850,690674,13,85,53128,Metropolitana
CLI-01703,29,36194132,1405314,6,19,234219,Biobío
CLI-01704,45,26679748,1183598,13,43,91046,Metropolitana
CLI-01705,36,16771832,1086156,4,81,271539,Metropolitana
CLI-01706,48,42112822,1636328,3,9,545442,Metropolitana
CLI-01707,46,14149797,1112318,43,27,25867,Metropolitana
CLI-01708,24,18995679,1276596,1,36,1276596,Antofagasta
CLI-01709,40,29577941,1461399,7,41,208771,Biobío
CLI-01710,53,13846989,1076543,8,6,134567,Metropolitana
CLI-01711,18,28654944,1002397,20,17,50119,Araucanía
CLI-01712,29,58037294,1909801,4,4,477450,Valparaíso
CLI-01713,27,124356193,5068226,5,28,1013645,Metropolitana
CLI-01714,21,35210643,1501872,8,44,187734,Araucanía
CLI-01715,44,54254728,2933925,3,22,977975,Valparaíso
CLI-01716,18,49287086,2137047,17,25,125708,Metropolitana
CLI-01717,30,24558401,1471153,1,25,1471153,Araucanía
CLI-01718,38,44434915,1701961,2,27,850980,Metropolitana
CLI-01719,18,8943891,340015,12,3,28334,Biobío
CLI-01720,27,23051167,979088,11,10,89008,Araucanía
CLI-01721,18,43838630,2066430,5,9,413286,Biobío
CLI-01722,26,53825883,2508134,7,28,358304,Metropolitana
CLI-01723,38,45632658,1720253,3,51,573417,Valparaíso
CLI-01724,28,10394603,491169,8,14,61396,Valparaíso
CLI-01725,38,81002708,2905799,42,61,69185,Metropolitana
CLI-01726,48,6535136,491915,3,11,163971,Araucanía
CLI-01727,36,75483779,3795958,15,4,253063,Valparaíso
CLI-01728,45,17682887,1627077,37,38,43975,Valparaíso
CLI-01729,35,37911616,1997994,2,24,998997,Biobío
CLI-01730,35,51210797,1877922,2,11,938961,Araucanía
CLI-01731,29,33589472,2419783,24,12,100824,Metropolitana
CLI-01732,20,13940222,1021589,9,11,113509,Valparaíso
CLI-01733,44,109138523,4210631,1,25,4210631,Biobío
CLI-01734,38,25918415,1148516,3,10,382838,Valparaíso
CLI-01735,36,32167556,1873066,1,25,1873066,Metropolitana
CLI-01736,23,45818535,2187615,45,18,48613,Metropolitana
CLI-01737,33,26378311,1897963,4,7,474490,Metropolitana
CLI-01738,32,25686046,1026606,2,26,513303,Biobío
CLI-01739,35,25017352,1340768,1,3,1340768,Antofagasta
CLI-01740,28,9829394,835384,1,10,835384,Biobío
CLI-01741,35,43706565,1761506,6,11,293584,Antofagasta
CLI-01742,45,8404468,599469,4,6,149867,Araucanía
CLI-01743,39,7732781,430898,7,9,61556,Biobío
CLI-01744,42,18701233,1750652,20,3,87532,Metropolitana
CLI-01745,44,26707947,1007860,12,16,83988,Metropolitana
CLI-01746,34,5851940,615347,12,13,51278,Valparaíso
CLI-01747,32,28546433,1945817,1,62,1945817,Valparaíso
CLI-01748,31,52346161,1831198,30,30,61039,Biobío
CLI-01749,36,27353411,1486184,2,78,743092,Metropolitana
CLI-01750,31,27534705,982613,6,3,163768,Metropolitana
CLI-01751,30,67648001,2080294,7,7,297184,Metropolitana
CLI-01752,23,12269101,1044999,14,49,74642,Biobío
CLI-01753,38,15749832,797080,4,64,199270,Metropolitana
CLI-01754,31,62907052,2938392,3,21,979464,Metropolitana
CLI-01755,28,14689191,571480,8,10,71435,Antofagasta
CLI-01756,32,78679512,4962681,2,32,2481340,Metropolitana
